run,population,behaviour,code
9,Ebmog,47,customary
9,Ebmog,48,absent
9,Ebmog,49,present
9,Ebmog,50,customary
9,Ebmog,51,absent
9,Ebmog,52,habitual
9,Ebmog,53,customary
9,Ebmog,54,absent
9,Ebmog,55,customary
9,Ebmog,56,customary
9,Ebmog,57,absent
9,Ebmog,58,absent
9,Ebmog,59,present
9,Ebmog,60,customary
9,Ebmog,61,customary
9,Ebmog,62,absent
9,Ebmog,63,absent
9,Ebmog,64,absent
9,Elaham,1,customary
9,Elaham,2,customary
9,Elaham,3,absent
9,Elaham,4,absent
9,Elaham,5,absent
9,Elaham,6,habitual
9,Elaham,7,present
9,Elaham,8,habitual
9,Elaham,9,habitual
9,Elaham,10,absent
9,Elaham,11,customary
9,Elaham,12,customary
9,Elaham,13,absent
9,Elaham,14,absent
9,Elaham,15,customary
9,Elaham,16,customary
9,Elaham,17,absent
9,Elaham,18,absent
9,Elaham,19,absent
9,Elaham,20,absent
9,Elaham,21,customary
9,Elaham,22,absent
9,Elaham,23,absent
9,Elaham,24,customary
9,Elaham,25,absent
9,Elaham,26,customary
9,Elaham,27,customary
9,Elaham,28,absent
9,Elaham,29,absent
9,Elaham,30,habitual
9,Elaham,31,habitual
9,Elaham,32,customary
9,Elaham,33,habitual
9,Elaham,34,habitual
9,Elaham,35,habitual
9,Elaham,36,ecological explanation
9,Elaham,37,customary
9,Elaham,38,customary
9,Elaham,39,customary
9,Elaham,40,absent
9,Elaham,41,absent
9,Elaham,42,absent
9,Elaham,43,customary
9,Elaham,44,absent
9,Elaham,45,customary
9,Elaham,46,absent
9,Elaham,47,customary
9,Elaham,48,absent
9,Elaham,49,ecological explanation
9,Elaham,50,customary
9,Elaham,51,absent
9,Elaham,52,habitual
9,Elaham,53,customary
9,Elaham,54,absent
9,Elaham,55,customary
9,Elaham,56,customary
9,Elaham,57,absent
9,Elaham,58,absent
9,Elaham,59,ecological explanation
9,Elaham,60,customary
9,Elaham,61,customary
9,Elaham,62,absent
9,Elaham,63,absent
9,Elaham,64,absent
9,Elabik,1,habitual
9,Elabik,2,customary
9,Elabik,3,absent
9,Elabik,4,absent
9,Elabik,5,absent
9,Elabik,6,customary
9,Elabik,7,absent
9,Elabik,8,absent
9,Elabik,9,customary
9,Elabik,10,absent
9,Elabik,11,customary
9,Elabik,12,customary
9,Elabik,13,absent
9,Elabik,14,absent
9,Elabik,15,customary
9,Elabik,16,customary
9,Elabik,17,absent
9,Elabik,18,absent
9,Elabik,19,absent
9,Elabik,20,absent
9,Elabik,21,customary
9,Elabik,22,habitual
9,Elabik,23,absent
9,Elabik,24,habitual
9,Elabik,25,absent
9,Elabik,26,customary
9,Elabik,27,habitual
9,Elabik,28,absent
9,Elabik,29,absent
9,Elabik,30,customary
9,Elabik,31,habitual
9,Elabik,32,customary
9,Elabik,33,absent
9,Elabik,34,customary
9,Elabik,35,present
9,Elabik,36,absent
9,Elabik,37,present
9,Elabik,38,customary
9,Elabik,39,customary
9,Elabik,40,absent
9,Elabik,41,absent
9,Elabik,42,absent
9,Elabik,43,present
9,Elabik,44,customary
9,Elabik,45,customary
9,Elabik,46,absent
9,Elabik,47,customary
9,Elabik,48,absent
9,Elabik,49,customary
9,Elabik,50,customary
9,Elabik,51,present
9,Elabik,52,habitual
9,Elabik,53,customary
9,Elabik,54,present
9,Elabik,55,customary
9,Elabik,56,customary
9,Elabik,57,customary
9,Elabik,58,absent
9,Elabik,59,present
9,Elabik,60,customary
9,Elabik,61,customary
9,Elabik,62,absent
9,Elabik,63,absent
9,Elabik,64,customary
9,Ognodub,1,customary
9,Ognodub,2,habitual
9,Ognodub,3,absent
9,Ognodub,4,absent
9,Ognodub,5,absent
9,Ognodub,6,customary
9,Ognodub,7,absent
9,Ognodub,8,present
9,Ognodub,9,customary
9,Ognodub,10,habitual
9,Ognodub,11,habitual
9,Ognodub,12,customary
9,Ognodub,13,absent
9,Ognodub,14,absent
9,Ognodub,15,customary
9,Ognodub,16,customary
9,Ognodub,17,absent
9,Ognodub,18,absent
9,Ognodub,19,present
9,Ognodub,20,absent
9,Ognodub,21,customary
9,Ognodub,22,absent
9,Ognodub,23,present
9,Ognodub,24,habitual
9,Ognodub,25,absent
9,Ognodub,26,habitual
9,Ognodub,27,absent
9,Ognodub,28,absent
9,Ognodub,29,absent
9,Ognodub,30,customary
9,Ognodub,31,habitual
9,Ognodub,32,customary
9,Ognodub,33,habitual
9,Ognodub,34,customary
9,Ognodub,35,customary
9,Ognodub,36,absent
9,Ognodub,37,ecological explanation
9,Ognodub,38,customary
9,Ognodub,39,ecological explanation
9,Ognodub,40,ecological explanation
9,Ognodub,41,absent
9,Ognodub,42,absent
9,Ognodub,43,absent
9,Ognodub,44,customary
9,Ognodub,45,ecological explanation
9,Ognodub,46,absent
9,Ognodub,47,customary
9,Ognodub,48,absent
9,Ognodub,49,habitual
9,Ognodub,50,ecological explanation
9,Ognodub,51,present
9,Ognodub,52,customary
9,Ognodub,53,customary
9,Ognodub,54,absent
9,Ognodub,55,customary
9,Ognodub,56,customary
9,Ognodub,57,absent
9,Ognodub,58,ecological explanation
9,Ognodub,59,absent
9,Ognodub,60,ecological explanation
9,Ognodub,61,customary
9,Ognodub,62,ecological explanation
9,Ognodub,63,absent
9,Ognodub,64,ecological explanation
10,Uossob,1,absent
10,Uossob,2,habitual
10,Uossob,3,habitual
10,Uossob,4,customary
10,Uossob,5,absent
10,Uossob,6,absent
10,Uossob,7,absent
10,Uossob,8,customary
10,Uossob,9,absent
10,Uossob,10,absent
10,Uossob,11,absent
10,Uossob,12,customary
10,Uossob,13,customary
10,Uossob,14,absent
10,Uossob,15,absent
10,Uossob,16,habitual
10,Uossob,17,absent
10,Uossob,18,absent
10,Uossob,19,absent
10,Uossob,20,customary
10,Uossob,21,absent
10,Uossob,22,present
10,Uossob,23,absent
10,Uossob,24,customary
10,Uossob,25,absent
10,Uossob,26,customary
10,Uossob,27,habitual
10,Uossob,28,habitual
10,Uossob,29,customary
10,Uossob,30,customary
10,Uossob,31,absent
10,Uossob,32,absent
10,Uossob,33,absent
10,Uossob,34,ecological explanation
10,Uossob,35,customary
10,Uossob,36,customary
10,Uossob,37,absent
10,Uossob,38,ecological explanation
10,Uossob,39,customary
10,Uossob,40,ecological explanation
10,Uossob,41,habitual
10,Uossob,42,absent
10,Uossob,43,ecological explanation
10,Uossob,44,customary
10,Uossob,45,ecological explanation
10,Uossob,46,customary
10,Uossob,47,absent
10,Uossob,48,present
10,Uossob,49,ecological explanation
10,Uossob,50,ecological explanation
10,Uossob,51,absent
10,Uossob,52,customary
10,Uossob,53,absent
10,Uossob,54,customary
10,Uossob,55,customary
10,Uossob,56,absent
10,Uossob,57,customary
10,Uossob,58,customary
10,Uossob,59,absent
10,Uossob,60,ecological explanation
10,Uossob,61,customary
10,Uossob,62,absent
10,Uossob,63,customary
10,Uossob,64,habitual
10,Iat Forest,1,absent
10,Iat Forest,2,absent
10,Iat Forest,3,present
10,Iat Forest,4,customary
10,Iat Forest,5,absent
10,Iat Forest,6,absent
10,Iat Forest,7,absent
10,Iat Forest,8,customary
10,Iat Forest,9,absent
10,Iat Forest,10,absent
10,Iat Forest,11,absent
10,Iat Forest,12,customary
10,Iat Forest,13,absent
10,Iat Forest,14,absent
10,Iat Forest,15,absent
10,Iat Forest,16,habitual
10,Iat Forest,17,present
10,Iat Forest,18,absent
10,Iat Forest,19,absent
10,Iat Forest,20,customary
10,Iat Forest,21,absent
10,Iat Forest,22,absent
10,Iat Forest,23,absent
10,Iat Forest,24,customary
10,Iat Forest,25,absent
10,Iat Forest,26,customary
10,Iat Forest,27,absent
10,Iat Forest,28,absent
10,Iat Forest,29,customary
10,Iat Forest,30,customary
10,Iat Forest,31,absent
10,Iat Forest,32,habitual
10,Iat Forest,33,absent
10,Iat Forest,34,absent
10,Iat Forest,35,customary
10,Iat Forest,36,customary
10,Iat Forest,37,absent
10,Iat Forest,38,absent
10,Iat Forest,39,customary
10,Iat Forest,40,present
10,Iat Forest,41,customary
10,Iat Forest,42,absent
10,Iat Forest,43,absent
10,Iat Forest,44,customary
10,Iat Forest,45,absent
10,Iat Forest,46,customary
10,Iat Forest,47,ecological explanation
10,Iat Forest,48,absent
10,Iat Forest,49,absent
10,Iat Forest,50,absent
10,Iat Forest,51,absent
10,Iat Forest,52,customary
10,Iat Forest,53,absent
10,Iat Forest,54,customary
10,Iat Forest,55,customary
10,Iat Forest,56,absent
10,Iat Forest,57,customary
10,Iat Forest,58,customary
10,Iat Forest,59,habitual
10,Iat Forest,60,absent
10,Iat Forest,61,customary
10,Iat Forest,62,absent
10,Iat Forest,63,customary
10,Iat Forest,64,absent
10,Ebmog,1,customary
10,Ebmog,2,absent
10,Ebmog,3,absent
10,Ebmog,4,absent
10,Ebmog,5,customary
10,Ebmog,6,habitual
10,Ebmog,7,absent
10,Ebmog,8,absent
10,Ebmog,9,habitual
10,Ebmog,10,customary
10,Ebmog,11,customary
10,Ebmog,12,absent
10,Ebmog,13,absent
10,Ebmog,14,habitual
10,Ebmog,15,habitual
10,Ebmog,16,absent
10,Ebmog,17,absent
10,Ebmog,18,absent
10,Ebmog,19,absent
10,Ebmog,20,customary
10,Ebmog,21,customary
10,Ebmog,22,habitual
10,Ebmog,23,customary
10,Ebmog,24,absent
10,Ebmog,25,absent
10,Ebmog,26,absent
10,Ebmog,27,absent
10,Ebmog,28,absent
10,Ebmog,29,present
10,Ebmog,30,customary
10,Ebmog,31,customary
10,Ebmog,32,customary
10,Ebmog,33,absent
10,Ebmog,34,customary
10,Ebmog,35,habitual
10,Ebmog,36,absent
10,Ebmog,37,absent
10,Ebmog,38,customary
10,Ebmog,39,absent
10,Ebmog,40,customary
10,Ebmog,41,absent
10,Ebmog,42,absent
10,Ebmog,43,absent
10,Ebmog,44,absent
10,Ebmog,45,customary
10,Ebmog,46,absent
10,Ebmog,47,present
10,Ebmog,48,absent
10,Ebmog,49,customary
10,Ebmog,50,customary
10,Ebmog,51,customary
10,Ebmog,52,customary
10,Ebmog,53,absent
10,Ebmog,54,absent
10,Ebmog,55,customary
10,Ebmog,56,customary
10,Ebmog,57,absent
10,Ebmog,58,habitual
10,Ebmog,59,absent
10,Ebmog,60,customary
10,Ebmog,61,customary
10,Ebmog,62,absent
10,Ebmog,63,customary
10,Ebmog,64,customary
10,Elaham,1,customary
10,Elaham,2,habitual
10,Elaham,3,present
10,Elaham,4,absent
10,Elaham,5,customary
10,Elaham,6,habitual
10,Elaham,7,absent
10,Elaham,8,present
10,Elaham,9,customary
10,Elaham,10,customary
10,Elaham,11,customary
10,Elaham,12,absent
10,Elaham,13,habitual
10,Elaham,14,habitual
10,Elaham,15,customary
10,Elaham,16,habitual
10,Elaham,17,absent
10,Elaham,18,absent
10,Elaham,19,customary
10,Elaham,20,customary
10,Elaham,21,customary
10,Elaham,22,present
10,Elaham,23,customary
10,Elaham,24,absent
10,Elaham,25,absent
10,Elaham,26,present
10,Elaham,27,absent
10,Elaham,28,absent
10,Elaham,29,absent
10,Elaham,30,customary
10,Elaham,31,customary
10,Elaham,32,customary
10,Elaham,33,absent
10,Elaham,34,customary
10,Elaham,35,customary
10,Elaham,36,absent
10,Elaham,37,absent
10,Elaham,38,customary
10,Elaham,39,ecological explanation
10,Elaham,40,customary
10,Elaham,41,ecological explanation
10,Elaham,42,absent
10,Elaham,43,absent
10,Elaham,44,ecological explanation
10,Elaham,45,habitual
10,Elaham,46,absent
10,Elaham,47,habitual
10,Elaham,48,ecological explanation
10,Elaham,49,customary
10,Elaham,50,customary
10,Elaham,51,customary
10,Elaham,52,customary
10,Elaham,53,present
10,Elaham,54,ecological explanation
10,Elaham,55,customary
10,Elaham,56,customary
10,Elaham,57,ecological explanation
10,Elaham,58,habitual
10,Elaham,59,absent
10,Elaham,60,customary
10,Elaham,61,customary
10,Elaham,62,present
10,Elaham,63,customary
10,Elaham,64,absent
10,Elabik,1,customary
10,Elabik,2,present
10,Elabik,3,absent
10,Elabik,4,absent
10,Elabik,5,absent
10,Elabik,6,customary
10,Elabik,7,absent
10,Elabik,8,absent
10,Elabik,9,customary
10,Elabik,10,customary
10,Elabik,11,absent
10,Elabik,12,absent
10,Elabik,13,absent
10,Elabik,14,customary
10,Elabik,15,customary
10,Elabik,16,present
10,Elabik,17,absent
10,Elabik,18,absent
10,Elabik,19,customary
10,Elabik,20,customary
10,Elabik,21,customary
10,Elabik,22,absent
10,Elabik,23,customary
10,Elabik,24,absent
10,Elabik,25,absent
10,Elabik,26,absent
10,Elabik,27,absent
10,Elabik,28,absent
10,Elabik,29,present
10,Elabik,30,customary
10,Elabik,31,customary
10,Elabik,32,habitual
10,Elabik,33,absent
10,Elabik,34,customary
10,Elabik,35,absent
10,Elabik,36,habitual
10,Elabik,37,absent
10,Elabik,38,customary
10,Elabik,39,customary
10,Elabik,40,customary
10,Elabik,41,absent
10,Elabik,42,absent
10,Elabik,43,absent
10,Elabik,44,present
10,Elabik,45,absent
10,Elabik,46,present
10,Elabik,47,habitual
10,Elabik,48,absent
10,Elabik,49,customary
10,Elabik,50,customary
10,Elabik,51,customary
10,Elabik,52,customary
10,Elabik,53,absent
10,Elabik,54,absent
10,Elabik,55,customary
10,Elabik,56,customary
10,Elabik,57,absent
10,Elabik,58,habitual
10,Elabik,59,absent
10,Elabik,60,customary
10,Elabik,61,customary
10,Elabik,62,absent
10,Elabik,63,customary
10,Elabik,64,customary
10,Ognodub,1,habitual
10,Ognodub,2,absent
10,Ognodub,3,absent
10,Ognodub,4,absent
10,Ognodub,5,customary
10,Ognodub,6,customary
10,Ognodub,7,absent
10,Ognodub,8,absent
10,Ognodub,9,habitual
10,Ognodub,10,present
10,Ognodub,11,absent
10,Ognodub,12,absent
10,Ognodub,13,habitual
10,Ognodub,14,customary
10,Ognodub,15,habitual
10,Ognodub,16,habitual
10,Ognodub,17,absent
10,Ognodub,18,present
10,Ognodub,19,customary
10,Ognodub,20,customary
10,Ognodub,21,habitual
10,Ognodub,22,absent
10,Ognodub,23,customary
10,Ognodub,24,absent
10,Ognodub,25,absent
10,Ognodub,26,absent
10,Ognodub,27,absent
10,Ognodub,28,absent
10,Ognodub,29,absent
10,Ognodub,30,customary
10,Ognodub,31,customary
10,Ognodub,32,absent
10,Ognodub,33,absent
10,Ognodub,34,customary
10,Ognodub,35,absent
10,Ognodub,36,absent
10,Ognodub,37,absent
10,Ognodub,38,absent
10,Ognodub,39,customary
10,Ognodub,40,customary
10,Ognodub,41,present
10,Ognodub,42,absent
10,Ognodub,43,absent
10,Ognodub,44,habitual
10,Ognodub,45,absent
10,Ognodub,46,absent
10,Ognodub,47,customary
10,Ognodub,48,absent
10,Ognodub,49,customary
10,Ognodub,50,customary
10,Ognodub,51,customary
10,Ognodub,52,ecological explanation
10,Ognodub,53,habitual
10,Ognodub,54,present
10,Ognodub,55,customary
10,Ognodub,56,customary
10,Ognodub,57,absent
10,Ognodub,58,ecological explanation
10,Ognodub,59,ecological explanation
10,Ognodub,60,customary
10,Ognodub,61,customary
10,Ognodub,62,ecological explanation
10,Ognodub,63,customary
10,Ognodub,64,customary
11,Uossob,1,customary
11,Uossob,2,customary
11,Uossob,3,absent
11,Uossob,4,customary
11,Uossob,5,habitual
11,Uossob,6,habitual
11,Uossob,7,customary
11,Uossob,8,absent
11,Uossob,9,habitual
11,Uossob,10,customary
11,Uossob,11,absent
11,Uossob,12,absent
11,Uossob,13,absent
11,Uossob,14,customary
11,Uossob,15,habitual
11,Uossob,16,absent
11,Uossob,17,absent
11,Uossob,18,customary
11,Uossob,19,habitual
11,Uossob,20,absent
11,Uossob,21,customary
11,Uossob,22,absent
11,Uossob,23,customary
11,Uossob,24,customary
11,Uossob,25,absent
11,Uossob,26,absent
11,Uossob,27,customary
11,Uossob,28,customary
11,Uossob,29,habitual
11,Uossob,30,customary
11,Uossob,31,absent
11,Uossob,32,absent
11,Uossob,33,absent
11,Uossob,34,ecological explanation
11,Uossob,35,customary
11,Uossob,36,ecological explanation
11,Uossob,37,absent
11,Uossob,38,customary
11,Uossob,39,ecological explanation
11,Uossob,40,absent
11,Uossob,41,customary
11,Uossob,42,customary
11,Uossob,43,customary
11,Uossob,44,customary
11,Uossob,45,absent
11,Uossob,46,absent
11,Uossob,47,absent
11,Uossob,48,absent
11,Uossob,49,ecological explanation
11,Uossob,50,ecological explanation
11,Uossob,51,absent
11,Uossob,52,absent
11,Uossob,53,absent
11,Uossob,54,ecological explanation
11,Uossob,55,customary
11,Uossob,56,absent
11,Uossob,57,ecological explanation
11,Uossob,58,customary
11,Uossob,59,customary
11,Uossob,60,ecological explanation
11,Uossob,61,customary
11,Uossob,62,customary
11,Uossob,63,absent
11,Uossob,64,absent
11,Iat Forest,1,habitual
11,Iat Forest,2,habitual
11,Iat Forest,3,absent
11,Iat Forest,4,customary
11,Iat Forest,5,habitual
11,Iat Forest,6,habitual
11,Iat Forest,7,customary
11,Iat Forest,8,absent
11,Iat Forest,9,habitual
11,Iat Forest,10,customary
11,Iat Forest,11,customary
11,Iat Forest,12,absent
11,Iat Forest,13,absent
11,Iat Forest,14,customary
11,Iat Forest,15,customary
11,Iat Forest,16,customary
11,Iat Forest,17,habitual
11,Iat Forest,18,habitual
11,Iat Forest,19,customary
11,Iat Forest,20,absent
11,Iat Forest,21,habitual
11,Iat Forest,22,absent
11,Iat Forest,23,customary
11,Iat Forest,24,habitual
11,Iat Forest,25,absent
11,Iat Forest,26,absent
11,Iat Forest,27,customary
11,Iat Forest,28,habitual
11,Iat Forest,29,absent
11,Iat Forest,30,customary
11,Iat Forest,31,absent
11,Iat Forest,32,customary
11,Iat Forest,33,absent
11,Iat Forest,34,habitual
11,Iat Forest,35,customary
11,Iat Forest,36,absent
11,Iat Forest,37,absent
11,Iat Forest,38,customary
11,Iat Forest,39,absent
11,Iat Forest,40,ecological explanation
11,Iat Forest,41,customary
11,Iat Forest,42,customary
11,Iat Forest,43,customary
11,Iat Forest,44,customary
11,Iat Forest,45,absent
11,Iat Forest,46,absent
11,Iat Forest,47,absent
11,Iat Forest,48,customary
11,Iat Forest,49,absent
11,Iat Forest,50,absent
11,Iat Forest,51,absent
11,Iat Forest,52,absent
11,Iat Forest,53,absent
11,Iat Forest,54,absent
11,Iat Forest,55,customary
11,Iat Forest,56,ecological explanation
11,Iat Forest,57,absent
11,Iat Forest,58,customary
11,Iat Forest,59,customary
11,Iat Forest,60,present
11,Iat Forest,61,customary
11,Iat Forest,62,customary
11,Iat Forest,63,present
11,Iat Forest,64,ecological explanation
11,Ebmog,1,customary
11,Ebmog,2,absent
11,Ebmog,3,customary
11,Ebmog,4,absent
11,Ebmog,5,customary
11,Ebmog,6,habitual
11,Ebmog,7,absent
11,Ebmog,8,absent
11,Ebmog,9,absent
11,Ebmog,10,customary
11,Ebmog,11,customary
11,Ebmog,12,customary
11,Ebmog,13,customary
11,Ebmog,14,habitual
11,Ebmog,15,absent
11,Ebmog,16,habitual
11,Ebmog,17,habitual
11,Ebmog,18,absent
11,Ebmog,19,customary
11,Ebmog,20,absent
11,Ebmog,21,customary
11,Ebmog,22,absent
11,Ebmog,23,absent
11,Ebmog,24,absent
11,Ebmog,25,customary
11,Ebmog,26,habitual
11,Ebmog,27,absent
11,Ebmog,28,present
11,Ebmog,29,present
11,Ebmog,30,customary
11,Ebmog,31,absent
11,Ebmog,32,habitual
11,Ebmog,33,absent
11,Ebmog,34,customary
11,Ebmog,35,absent
11,Ebmog,36,customary
11,Ebmog,37,present
11,Ebmog,38,customary
11,Ebmog,39,customary
11,Ebmog,40,absent
11,Ebmog,41,customary
11,Ebmog,42,absent
11,Ebmog,43,customary
11,Ebmog,44,absent
11,Ebmog,45,absent
11,Ebmog,46,present
11,Ebmog,47,absent
11,Ebmog,48,customary
11,Ebmog,49,customary
11,Ebmog,50,absent
11,Ebmog,51,absent
11,Ebmog,52,customary
11,Ebmog,53,absent
11,Ebmog,54,customary
11,Ebmog,55,habitual
11,Ebmog,56,customary
11,Ebmog,57,habitual
11,Ebmog,58,customary
11,Ebmog,59,absent
11,Ebmog,60,customary
11,Ebmog,61,customary
11,Ebmog,62,customary
11,Ebmog,63,customary
11,Ebmog,64,absent
11,Elaham,1,customary
11,Elaham,2,absent
11,Elaham,3,customary
11,Elaham,4,absent
11,Elaham,5,customary
11,Elaham,6,habitual
11,Elaham,7,absent
11,Elaham,8,absent
11,Elaham,9,habitual
11,Elaham,10,customary
11,Elaham,11,customary
11,Elaham,12,customary
11,Elaham,13,habitual
11,Elaham,14,customary
11,Elaham,15,absent
11,Elaham,16,habitual
11,Elaham,17,customary
11,Elaham,18,absent
11,Elaham,19,customary
11,Elaham,20,present
11,Elaham,21,customary
11,Elaham,22,absent
11,Elaham,23,absent
11,Elaham,24,absent
11,Elaham,25,customary
11,Elaham,26,absent
11,Elaham,27,absent
11,Elaham,28,habitual
11,Elaham,29,absent
11,Elaham,30,customary
11,Elaham,31,absent
11,Elaham,32,absent
11,Elaham,33,absent
11,Elaham,34,habitual
11,Elaham,35,ecological explanation
11,Elaham,36,customary
11,Elaham,37,absent
11,Elaham,38,customary
11,Elaham,39,customary
11,Elaham,40,absent
11,Elaham,41,customary
11,Elaham,42,absent
11,Elaham,43,customary
11,Elaham,44,habitual
11,Elaham,45,absent
11,Elaham,46,habitual
11,Elaham,47,absent
11,Elaham,48,customary
11,Elaham,49,customary
11,Elaham,50,absent
11,Elaham,51,absent
11,Elaham,52,customary
11,Elaham,53,absent
11,Elaham,54,customary
11,Elaham,55,customary
11,Elaham,56,customary
11,Elaham,57,absent
11,Elaham,58,customary
11,Elaham,59,absent
11,Elaham,60,customary
11,Elaham,61,customary
11,Elaham,62,customary
11,Elaham,63,customary
11,Elaham,64,absent
11,Elabik,1,customary
11,Elabik,2,absent
11,Elabik,3,habitual
11,Elabik,4,absent
11,Elabik,5,customary
11,Elabik,6,habitual
11,Elabik,7,absent
11,Elabik,8,present
11,Elabik,9,habitual
11,Elabik,10,customary
11,Elabik,11,present
11,Elabik,12,customary
11,Elabik,13,customary
11,Elabik,14,present
11,Elabik,15,absent
11,Elabik,16,absent
11,Elabik,17,customary
11,Elabik,18,absent
11,Elabik,19,customary
11,Elabik,20,customary
11,Elabik,21,habitual
11,Elabik,22,absent
11,Elabik,23,absent
11,Elabik,24,absent
11,Elabik,25,present
11,Elabik,26,absent
11,Elabik,27,absent
11,Elabik,28,absent
11,Elabik,29,habitual
11,Elabik,30,customary
11,Elabik,31,absent
11,Elabik,32,customary
11,Elabik,33,absent
11,Elabik,34,present
11,Elabik,35,absent
11,Elabik,36,customary
11,Elabik,37,absent
11,Elabik,38,present
11,Elabik,39,customary
11,Elabik,40,absent
11,Elabik,41,customary
11,Elabik,42,absent
11,Elabik,43,customary
11,Elabik,44,habitual
11,Elabik,45,absent
11,Elabik,46,absent
11,Elabik,47,absent
11,Elabik,48,customary
11,Elabik,49,customary
11,Elabik,50,absent
11,Elabik,51,absent
11,Elabik,52,habitual
11,Elabik,53,present
11,Elabik,54,customary
11,Elabik,55,customary
11,Elabik,56,customary
11,Elabik,57,customary
11,Elabik,58,customary
11,Elabik,59,absent
11,Elabik,60,customary
11,Elabik,61,customary
11,Elabik,62,habitual
11,Elabik,63,customary
11,Elabik,64,absent
11,Ognodub,1,customary
11,Ognodub,2,absent
11,Ognodub,3,absent
11,Ognodub,4,absent
11,Ognodub,5,customary
11,Ognodub,6,customary
11,Ognodub,7,absent
11,Ognodub,8,present
11,Ognodub,9,present
11,Ognodub,10,customary
11,Ognodub,11,absent
11,Ognodub,12,absent
11,Ognodub,13,customary
11,Ognodub,14,absent
11,Ognodub,15,absent
11,Ognodub,16,absent
11,Ognodub,17,customary
11,Ognodub,18,absent
11,Ognodub,19,customary
11,Ognodub,20,customary
11,Ognodub,21,customary
11,Ognodub,22,absent
11,Ognodub,23,absent
11,Ognodub,24,habitual
11,Ognodub,25,absent
11,Ognodub,26,habitual
11,Ognodub,27,absent
11,Ognodub,28,absent
11,Ognodub,29,habitual
11,Ognodub,30,customary
11,Ognodub,31,absent
11,Ognodub,32,absent
11,Ognodub,33,absent
11,Ognodub,34,absent
11,Ognodub,35,absent
11,Ognodub,36,customary
11,Ognodub,37,absent
11,Ognodub,38,ecological explanation
11,Ognodub,39,customary
11,Ognodub,40,absent
11,Ognodub,41,customary
11,Ognodub,42,absent
11,Ognodub,43,customary
11,Ognodub,44,habitual
11,Ognodub,45,absent
11,Ognodub,46,absent
11,Ognodub,47,absent
11,Ognodub,48,customary
11,Ognodub,49,customary
11,Ognodub,50,absent
11,Ognodub,51,absent
11,Ognodub,52,ecological explanation
11,Ognodub,53,ecological explanation
11,Ognodub,54,absent
11,Ognodub,55,customary
11,Ognodub,56,customary
11,Ognodub,57,customary
11,Ognodub,58,customary
11,Ognodub,59,absent
11,Ognodub,60,customary
11,Ognodub,61,customary
11,Ognodub,62,customary
11,Ognodub,63,customary
11,Ognodub,64,present
12,Uossob,1,absent
12,Uossob,2,customary
12,Uossob,3,absent
12,Uossob,4,customary
12,Uossob,5,absent
12,Uossob,6,absent
12,Uossob,7,absent
12,Uossob,8,customary
12,Uossob,9,customary
12,Uossob,10,absent
12,Uossob,11,absent
12,Uossob,12,absent
12,Uossob,13,absent
12,Uossob,14,absent
12,Uossob,15,absent
12,Uossob,16,customary
12,Uossob,17,absent
12,Uossob,18,absent
12,Uossob,19,absent
12,Uossob,20,customary
12,Uossob,21,customary
12,Uossob,22,customary
12,Uossob,23,absent
12,Uossob,24,absent
12,Uossob,25,absent
12,Uossob,26,customary
12,Uossob,27,absent
12,Uossob,28,customary
12,Uossob,29,habitual
12,Uossob,30,absent
12,Uossob,31,customary
12,Uossob,32,absent
12,Uossob,33,customary
12,Uossob,34,absent
12,Uossob,35,absent
12,Uossob,36,absent
12,Uossob,37,absent
12,Uossob,38,ecological explanation
12,Uossob,39,present
12,Uossob,40,ecological explanation
12,Uossob,41,customary
12,Uossob,42,customary
12,Uossob,43,ecological explanation
12,Uossob,44,customary
12,Uossob,45,ecological explanation
12,Uossob,46,present
12,Uossob,47,absent
12,Uossob,48,absent
12,Uossob,49,absent
12,Uossob,50,customary
12,Uossob,51,absent
12,Uossob,52,customary
12,Uossob,53,customary
12,Uossob,54,absent
12,Uossob,55,habitual
12,Uossob,56,customary
12,Uossob,57,customary
12,Uossob,58,customary
12,Uossob,59,absent
12,Uossob,60,customary
12,Uossob,61,habitual
12,Uossob,62,customary
12,Uossob,63,absent
12,Uossob,64,customary
12,Iat Forest,1,absent
12,Iat Forest,2,customary
12,Iat Forest,3,absent
12,Iat Forest,4,customary
12,Iat Forest,5,present
12,Iat Forest,6,absent
12,Iat Forest,7,present
12,Iat Forest,8,customary
12,Iat Forest,9,customary
12,Iat Forest,10,absent
12,Iat Forest,11,absent
12,Iat Forest,12,absent
12,Iat Forest,13,absent
12,Iat Forest,14,absent
12,Iat Forest,15,absent
12,Iat Forest,16,customary
12,Iat Forest,17,absent
12,Iat Forest,18,customary
12,Iat Forest,19,absent
12,Iat Forest,20,habitual
12,Iat Forest,21,customary
12,Iat Forest,22,customary
12,Iat Forest,23,absent
12,Iat Forest,24,absent
12,Iat Forest,25,absent
12,Iat Forest,26,customary
12,Iat Forest,27,absent
12,Iat Forest,28,customary
12,Iat Forest,29,habitual
12,Iat Forest,30,absent
12,Iat Forest,31,customary
12,Iat Forest,32,absent
12,Iat Forest,33,customary
12,Iat Forest,34,ecological explanation
12,Iat Forest,35,present
12,Iat Forest,36,absent
12,Iat Forest,37,absent
12,Iat Forest,38,absent
12,Iat Forest,39,absent
12,Iat Forest,40,absent
12,Iat Forest,41,customary
12,Iat Forest,42,customary
12,Iat Forest,43,absent
12,Iat Forest,44,customary
12,Iat Forest,45,absent
